M1_atom_number,Temp,CH4_flow,O2_flow,CH4_conv
25,900,5.7,2.8,36.28
25,900,8.5,4.3,37.04
25,900,11.3,5.7,26.83
25,900,6.4,2.1,24.47
25,900,9.6,3.2,24.03
25,900,12.8,4.3,18.85
25,900,6.8,1.7,18.44
25,900,10.2,2.6,26.01
25,900,13.6,3.4,13.63
25,900,7.3,1.2,18.4
25,900,10.9,1.8,11.86
25,900,14.6,2.4,37.22
25,900,4.0,2.0,37.29
25,900,6.0,3.0,38.05
25,900,8.0,4.0,27.41
25,900,4.5,1.5,27.28
25,900,6.8,2.3,26.98
25,900,9.0,3.0,20.95
25,900,4.8,1.2,20.64
25,900,7.2,1.8,20.88
25,900,9.6,2.4,14.1
25,900,5.1,0.9,13.5
25,900,7.7,1.3,14.1
25,900,10.3,1.7,42.41
25,900,2.0,1.0,44.15
25,900,3.0,1.5,42.12
25,900,4.0,2.0,30.4
25,900,2.3,0.8,29.85
25,900,3.4,1.1,30.09
25,900,4.5,1.5,25.63
25,900,2.4,0.6,25.18
25,900,3.6,0.9,24.48
25,900,4.8,1.2,17.5
25,900,2.6,0.4,14.52
25,900,3.9,0.6,16.94
25,900,5.1,0.9,34.52
25,850,5.7,2.8,35.03
25,850,8.5,4.3,35.11
25,850,11.3,5.7,26.07
25,850,6.4,2.1,23.68
25,850,9.6,3.2,20.97
25,850,12.8,4.3,18.07
25,850,6.8,1.7,16.01
25,850,10.2,2.6,16.46
25,850,13.6,3.4,12.33
25,850,7.3,1.2,10.86
25,850,10.9,1.8,11.94
25,850,14.6,2.4,34.0
25,850,4.0,2.0,35.15
25,850,6.0,3.0,35.29
25,850,8.0,4.0,24.37
25,850,4.5,1.5,24.0
25,850,6.8,2.3,24.92
25,850,9.0,3.0,18.16
25,850,4.8,1.2,17.58
25,850,7.2,1.8,18.96
25,850,9.6,2.4,13.54
25,850,5.1,0.9,11.87
25,850,7.7,1.3,11.89
25,850,10.3,1.7,39.02
25,850,2.0,1.0,40.95
25,850,3.0,1.5,40.57
25,850,4.0,2.0,29.69
25,850,2.3,0.8,27.54
25,850,3.4,1.1,28.38
25,850,4.5,1.5,22.82
25,850,2.4,0.6,21.91
25,850,3.6,0.9,22.16
25,850,4.8,1.2,16.1
25,850,2.6,0.4,13.98
25,850,3.9,0.6,12.24
25,850,5.1,0.9,28.17
25,800,5.7,2.8,32.93
25,800,8.5,4.3,34.7
25,800,11.3,5.7,23.51
25,800,6.4,2.1,21.76
25,800,9.6,3.2,20.77
25,800,12.8,4.3,17.49
25,800,6.8,1.7,24.08
25,800,10.2,2.6,14.26
25,800,13.6,3.4,10.23
25,800,7.3,1.2,17.6
25,800,10.9,1.8,17.56
25,800,14.6,2.4,32.96
25,800,4.0,2.0,33.18
25,800,6.0,3.0,35.53
25,800,8.0,4.0,27.13
25,800,4.5,1.5,24.62
25,800,6.8,2.3,25.97
25,800,9.0,3.0,20.21
25,800,4.8,1.2,18.55
25,800,7.2,1.8,19.35
25,800,9.6,2.4,12.35
25,800,5.1,0.9,11.41
25,800,7.7,1.3,12.35
25,800,10.3,1.7,37.21
25,800,2.0,1.0,37.74
25,800,3.0,1.5,38.18
25,800,4.0,2.0,26.34
25,800,2.3,0.8,26.15
25,800,3.4,1.1,25.71
25,800,4.5,1.5,20.74
25,800,2.4,0.6,18.2
25,800,3.6,0.9,18.37
25,800,4.8,1.2,10.11
25,800,2.6,0.4,9.02
25,800,3.9,0.6,9.46
25,800,5.1,0.9,28.53
25,775,5.7,2.8,34.37
25,775,8.5,4.3,34.73
25,775,11.3,5.7,25.69
25,775,6.4,2.1,22.69
25,775,9.6,3.2,24.07
25,775,12.8,4.3,18.82
25,775,6.8,1.7,17.36
25,775,10.2,2.6,17.81
25,775,13.6,3.4,12.65
25,775,7.3,1.2,9.89
25,775,10.9,1.8,11.55
25,775,14.6,2.4,33.27
25,775,4.0,2.0,33.04
25,775,6.0,3.0,33.89
25,775,8.0,4.0,25.02
25,775,4.5,1.5,23.4
25,775,6.8,2.3,22.91
25,775,9.0,3.0,18.1
25,775,4.8,1.2,15.34
25,775,7.2,1.8,18.46
25,775,9.6,2.4,12.16
25,775,5.1,0.9,10.49
25,775,7.7,1.3,11.7
25,775,10.3,1.7,35.49
25,775,2.0,1.0,38.1
25,775,3.0,1.5,37.81
25,775,4.0,2.0,25.2
25,775,2.3,0.8,24.22
25,775,3.4,1.1,25.24
25,775,4.5,1.5,17.61
25,775,2.4,0.6,18.57
25,775,3.6,0.9,18.36
25,775,4.8,1.2,9.66
25,775,2.6,0.4,8.09
25,775,3.9,0.6,6.12
25,775,5.1,0.9,24.59
25,700,5.7,2.8,33.31
25,700,8.5,4.3,32.83
25,700,11.3,5.7,25.86
25,700,6.4,2.1,21.73
25,700,9.6,3.2,22.29
25,700,12.8,4.3,18.27
25,700,6.8,1.7,15.13
25,700,10.2,2.6,16.42
25,700,13.6,3.4,10.51
25,700,7.3,1.2,8.25
25,700,10.9,1.8,10.35
25,700,14.6,2.4,31.08
25,700,4.0,2.0,32.19
25,700,6.0,3.0,32.45
25,700,8.0,4.0,21.16
25,700,4.5,1.5,20.15
25,700,6.8,2.3,23.3
25,700,9.0,3.0,14.84
25,700,4.8,1.2,12.43
25,700,7.2,1.8,15.37
25,700,9.6,2.4,6.95
25,700,5.1,0.9,6.99
25,700,7.7,1.3,8.29
25,700,10.3,1.7,17.88
25,700,2.0,1.0,20.13
25,700,3.0,1.5,20.92
25,700,4.0,2.0,7.74
25,700,2.3,0.8,8.19
25,700,3.4,1.1,7.4
25,700,4.5,1.5,6.15
25,700,2.4,0.6,5.39
25,700,3.6,0.9,4.26
25,700,4.8,1.2,3.6
25,700,2.6,0.4,2.97
25,700,3.9,0.6,2.82
25,700,5.1,0.9,28.26
25,750,5.7,2.8,33.69
25,750,8.5,4.3,32.82
25,750,11.3,5.7,25.21
25,750,6.4,2.1,21.09
25,750,9.6,3.2,22.72
25,750,12.8,4.3,17.86
25,750,6.8,1.7,17.52
25,750,10.2,2.6,16.15
25,750,13.6,3.4,11.42
25,750,7.3,1.2,10.72
25,750,10.9,1.8,11.47
25,750,14.6,2.4,32.41
25,750,4.0,2.0,32.05
25,750,6.0,3.0,31.97
25,750,8.0,4.0,23.67
25,750,4.5,1.5,21.22
25,750,6.8,2.3,23.12
25,750,9.0,3.0,16.85
25,750,4.8,1.2,15.68
25,750,7.2,1.8,16.66
25,750,9.6,2.4,12.24
25,750,5.1,0.9,16.86
25,750,7.7,1.3,11.25
25,750,10.3,1.7,37.31
25,750,2.0,1.0,38.24
25,750,3.0,1.5,38.32
25,750,4.0,2.0,27.09
25,750,2.3,0.8,26.66
25,750,3.4,1.1,25.99
25,750,4.5,1.5,20.46
25,750,2.4,0.6,20.79
25,750,3.6,0.9,21.65
25,750,4.8,1.2,10.32
25,750,2.6,0.4,5.68
25,750,3.9,0.6,4.07
25,750,5.1,0.9,32.26
25,900,5.7,2.8,32.33
25,900,8.5,4.3,32.31
25,900,11.3,5.7,34.09
25,900,6.4,2.1,20.05
25,900,9.6,3.2,21.31
25,900,12.8,4.3,21.89
25,900,6.8,1.7,18.06
25,900,10.2,2.6,16.29
25,900,13.6,3.4,16.97
25,900,7.3,1.2,11.6
25,900,10.9,1.8,9.73
25,900,14.6,2.4,12.48
25,900,4.0,2.0,34.8
25,900,6.0,3.0,34.18
25,900,8.0,4.0,35.1
25,900,4.5,1.5,23.87
25,900,6.8,2.3,24.29
25,900,9.0,3.0,24.1
25,900,4.8,1.2,18.5
25,900,7.2,1.8,17.15
25,900,9.6,2.4,18.09
25,900,5.1,0.9,11.05
25,900,7.7,1.3,12.43
25,900,10.3,1.7,13.12
25,900,2.0,1.0,39.91
25,900,3.0,1.5,41.93
25,900,4.0,2.0,40.32
25,900,2.3,0.8,29.38
25,900,3.4,1.1,30.12
25,900,4.5,1.5,30.04
25,900,2.4,0.6,21.66
25,900,3.6,0.9,21.37
25,900,4.8,1.2,23.95
25,900,2.6,0.4,16.38
25,900,3.9,0.6,16.01
25,900,5.1,0.9,15.67
25,850,5.7,2.8,33.93
25,850,8.5,4.3,31.05
25,850,11.3,5.7,33.75
25,850,6.4,2.1,22.22
25,850,9.6,3.2,20.44
25,850,12.8,4.3,23.14
25,850,6.8,1.7,18.2
25,850,10.2,2.6,16.15
25,850,13.6,3.4,16.57
25,850,7.3,1.2,11.29
25,850,10.9,1.8,9.4
25,850,14.6,2.4,11.81
25,850,4.0,2.0,34.46
25,850,6.0,3.0,35.24
25,850,8.0,4.0,36.44
25,850,4.5,1.5,25.25
25,850,6.8,2.3,24.56
25,850,9.0,3.0,25.25
25,850,4.8,1.2,18.49
25,850,7.2,1.8,19.88
25,850,9.6,2.4,18.69
25,850,5.1,0.9,12.19
25,850,7.7,1.3,10.61
25,850,10.3,1.7,9.7
25,850,2.0,1.0,38.34
25,850,3.0,1.5,39.01
25,850,4.0,2.0,38.62
25,850,2.3,0.8,27.05
25,850,3.4,1.1,25.95
25,850,4.5,1.5,27.69
25,850,2.4,0.6,21.24
25,850,3.6,0.9,22.32
25,850,4.8,1.2,21.63
25,850,2.6,0.4,14.17
25,850,3.9,0.6,17.28
25,850,5.1,0.9,16.15
25,800,5.7,2.8,33.64
25,800,8.5,4.3,32.65
25,800,11.3,5.7,35.03
25,800,6.4,2.1,26.66
25,800,9.6,3.2,22.43
25,800,12.8,4.3,25.22
25,800,6.8,1.7,20.94
25,800,10.2,2.6,19.43
25,800,13.6,3.4,20.09
25,800,7.3,1.2,14.63
25,800,10.9,1.8,12.99
25,800,14.6,2.4,16.45
25,800,4.0,2.0,34.24
25,800,6.0,3.0,33.01
25,800,8.0,4.0,33.65
25,800,4.5,1.5,23.83
25,800,6.8,2.3,22.89
25,800,9.0,3.0,23.54
25,800,4.8,1.2,18.2
25,800,7.2,1.8,18.03
25,800,9.6,2.4,18.91
25,800,5.1,0.9,12.71
25,800,7.7,1.3,13.07
25,800,10.3,1.7,12.7
25,800,2.0,1.0,35.56
25,800,3.0,1.5,36.16
25,800,4.0,2.0,32.19
25,800,2.3,0.8,24.9
25,800,3.4,1.1,22.47
25,800,4.5,1.5,19.6
25,800,2.4,0.6,18.81
25,800,3.6,0.9,17.6
25,800,4.8,1.2,13.83
25,800,2.6,0.4,12.67
25,800,3.9,0.6,9.38
25,800,5.1,0.9,9.81
25,775,5.7,2.8,32.82
25,775,8.5,4.3,33.6
25,775,11.3,5.7,34.67
25,775,6.4,2.1,23.43
25,775,9.6,3.2,23.56
25,775,12.8,4.3,25.17
25,775,6.8,1.7,18.53
25,775,10.2,2.6,17.38
25,775,13.6,3.4,15.73
25,775,7.3,1.2,15.35
25,775,10.9,1.8,7.64
25,775,14.6,2.4,9.67
25,775,4.0,2.0,32.82
25,775,6.0,3.0,33.91
25,775,8.0,4.0,33.94
25,775,4.5,1.5,23.2
25,775,6.8,2.3,22.73
25,775,9.0,3.0,21.98
25,775,4.8,1.2,17.15
25,775,7.2,1.8,14.65
25,775,9.6,2.4,14.77
25,775,5.1,0.9,12.18
25,775,7.7,1.3,9.22
25,775,10.3,1.7,6.09
25,775,2.0,1.0,27.14
25,775,3.0,1.5,23.87
25,775,4.0,2.0,20.24
25,775,2.3,0.8,17.4
25,775,3.4,1.1,13.82
25,775,4.5,1.5,11.53
25,775,2.4,0.6,11.95
25,775,3.6,0.9,10.56
25,775,4.8,1.2,8.36
25,775,2.6,0.4,8.43
25,775,3.9,0.6,7.96
25,775,5.1,0.9,6.15
25,750,5.7,2.8,33.45
25,750,8.5,4.3,31.6
25,750,11.3,5.7,33.05
25,750,6.4,2.1,24.12
25,750,9.6,3.2,21.13
25,750,12.8,4.3,22.06
25,750,6.8,1.7,17.79
25,750,10.2,2.6,15.26
25,750,13.6,3.4,13.15
25,750,7.3,1.2,9.31
25,750,10.9,1.8,7.39
25,750,14.6,2.4,7.84
25,750,4.0,2.0,31.4
25,750,6.0,3.0,28.75
25,750,8.0,4.0,30.34
25,750,4.5,1.5,22.89
25,750,6.8,2.3,22.88
25,750,9.0,3.0,22.41
25,750,4.8,1.2,18.99
25,750,7.2,1.8,18.52
25,750,9.6,2.4,17.26
25,750,5.1,0.9,13.14
25,750,7.7,1.3,11.75
25,750,10.3,1.7,10.81
25,750,2.0,1.0,36.48
25,750,3.0,1.5,38.76
25,750,4.0,2.0,37.97
25,750,2.3,0.8,28.18
25,750,3.4,1.1,25.97
25,750,4.5,1.5,25.17
25,750,2.4,0.6,21.13
25,750,3.6,0.9,18.17
25,750,4.8,1.2,13.12
25,750,2.6,0.4,10.25
25,750,3.9,0.6,4.89
25,750,5.1,0.9,4.02
25,700,5.7,2.8,24.57
25,700,8.5,4.3,18.71
25,700,11.3,5.7,20.49
25,700,6.4,2.1,9.82
25,700,9.6,3.2,4.63
25,700,12.8,4.3,7.92
25,700,6.8,1.7,6.37
25,700,10.2,2.6,3.43
25,700,13.6,3.4,5.51
25,700,7.3,1.2,3.87
25,700,10.9,1.8,2.7
25,700,14.6,2.4,2.84
25,700,4.0,2.0,9.58
25,700,6.0,3.0,7.53
25,700,8.0,4.0,6.04
25,700,4.5,1.5,4.02
25,700,6.8,2.3,1.98
25,700,9.0,3.0,3.12
25,700,4.8,1.2,1.93
25,700,7.2,1.8,2.8
25,700,9.6,2.4,3.23
25,700,5.1,0.9,2.95
25,700,7.7,1.3,1.47
25,700,10.3,1.7,0.7
25,700,2.0,1.0,2.55
25,700,3.0,1.5,3.28
25,700,4.0,2.0,1.56
25,700,2.3,0.8,2.15
25,700,3.4,1.1,1.89
25,700,4.5,1.5,1.89
25,700,2.4,0.6,2.49
25,700,3.6,0.9,2.32
25,700,4.8,1.2,0.94
25,700,2.6,0.4,3.95
25,700,3.9,0.6,3.3
25,700,5.1,0.9,2.47
25,900,5.7,2.8,31.12
25,900,8.5,4.3,27.37
25,900,11.3,5.7,31.25
25,900,6.4,2.1,19.14
25,900,9.6,3.2,17.1
25,900,12.8,4.3,18.44
25,900,6.8,1.7,13.58
25,900,10.2,2.6,12.14
25,900,13.6,3.4,15.13
25,900,7.3,1.2,15.82
25,900,10.9,1.8,9.53
25,900,14.6,2.4,8.3
25,900,4.0,2.0,32.48
25,900,6.0,3.0,32.35
25,900,8.0,4.0,33.81
25,900,4.5,1.5,24.82
25,900,6.8,2.3,23.91
25,900,9.0,3.0,24.46
25,900,4.8,1.2,17.29
25,900,7.2,1.8,18.27
25,900,9.6,2.4,18.36
25,900,5.1,0.9,13.2
25,900,7.7,1.3,11.3
25,900,10.3,1.7,10.5
25,900,2.0,1.0,39.98
25,900,3.0,1.5,41.07
25,900,4.0,2.0,39.95
25,900,2.3,0.8,31.19
25,900,3.4,1.1,29.33
25,900,4.5,1.5,30.45
25,900,2.4,0.6,26.83
25,900,3.6,0.9,23.8
25,900,4.8,1.2,22.91
25,900,2.6,0.4,19.67
25,900,3.9,0.6,16.69
25,900,5.1,0.9,19.84
25,850,5.7,2.8,31.16
25,850,8.5,4.3,32.14
25,850,11.3,5.7,33.71
25,850,6.4,2.1,22.38
25,850,9.6,3.2,18.55
25,850,12.8,4.3,19.37
25,850,6.8,1.7,16.29
25,850,10.2,2.6,13.08
25,850,13.6,3.4,15.31
25,850,7.3,1.2,10.8
25,850,10.9,1.8,8.89
25,850,14.6,2.4,11.03
25,850,4.0,2.0,33.8
25,850,6.0,3.0,33.45
25,850,8.0,4.0,33.92
25,850,4.5,1.5,25.67
25,850,6.8,2.3,24.2
25,850,9.0,3.0,26.4
25,850,4.8,1.2,20.15
25,850,7.2,1.8,18.71
25,850,9.6,2.4,18.56
25,850,5.1,0.9,13.72
25,850,7.7,1.3,12.81
25,850,10.3,1.7,12.89
25,850,2.0,1.0,38.06
25,850,3.0,1.5,38.85
25,850,4.0,2.0,39.03
25,850,2.3,0.8,27.82
25,850,3.4,1.1,27.22
25,850,4.5,1.5,26.89
25,850,2.4,0.6,20.98
25,850,3.6,0.9,22.02
25,850,4.8,1.2,21.41
25,850,2.6,0.4,15.01
25,850,3.9,0.6,14.56
25,850,5.1,0.9,15.19
25,800,5.7,2.8,34.36
25,800,8.5,4.3,32.51
25,800,11.3,5.7,34.6
25,800,6.4,2.1,25.3
25,800,9.6,3.2,21.77
25,800,12.8,4.3,21.74
25,800,6.8,1.7,23.69
25,800,10.2,2.6,16.68
25,800,13.6,3.4,16.56
25,800,7.3,1.2,16.62
25,800,10.9,1.8,9.74
25,800,14.6,2.4,14.05
25,800,4.0,2.0,34.02
25,800,6.0,3.0,34.36
25,800,8.0,4.0,34.19
25,800,4.5,1.5,25.1
25,800,6.8,2.3,24.26
25,800,9.0,3.0,25.39
25,800,4.8,1.2,18.96
25,800,7.2,1.8,16.88
25,800,9.6,2.4,18.23
25,800,5.1,0.9,12.31
25,800,7.7,1.3,11.12
25,800,10.3,1.7,11.87
25,800,2.0,1.0,36.37
25,800,3.0,1.5,38.14
25,800,4.0,2.0,38.37
25,800,2.3,0.8,27.75
25,800,3.4,1.1,27.92
25,800,4.5,1.5,26.57
25,800,2.4,0.6,23.34
25,800,3.6,0.9,20.67
25,800,4.8,1.2,20.33
25,800,2.6,0.4,14.18
25,800,3.9,0.6,12.49
25,800,5.1,0.9,12.95
25,775,5.7,2.8,33.87
25,775,8.5,4.3,33.56
25,775,11.3,5.7,35.71
25,775,6.4,2.1,27.26
25,775,9.6,3.2,21.9
25,775,12.8,4.3,24.33
25,775,6.8,1.7,22.26
25,775,10.2,2.6,19.48
25,775,13.6,3.4,21.14
25,775,7.3,1.2,14.26
25,775,10.9,1.8,13.04
25,775,14.6,2.4,10.92
25,775,4.0,2.0,32.93
25,775,6.0,3.0,32.8
25,775,8.0,4.0,34.82
25,775,4.5,1.5,25.72
25,775,6.8,2.3,23.99
25,775,9.0,3.0,24.72
25,775,4.8,1.2,18.72
25,775,7.2,1.8,18.64
25,775,9.6,2.4,18.59
25,775,5.1,0.9,12.94
25,775,7.7,1.3,12.55
25,775,10.3,1.7,12.93
25,775,2.0,1.0,36.47
25,775,3.0,1.5,36.42
25,775,4.0,2.0,36.38
25,775,2.3,0.8,24.52
25,775,3.4,1.1,25.76
25,775,4.5,1.5,25.04
25,775,2.4,0.6,19.13
25,775,3.6,0.9,19.55
25,775,4.8,1.2,18.1
25,775,2.6,0.4,12.46
25,775,3.9,0.6,10.78
25,775,5.1,0.9,12.41
25,750,5.7,2.8,32.76
25,750,8.5,4.3,34.27
25,750,11.3,5.7,33.71
25,750,6.4,2.1,24.94
25,750,9.6,3.2,20.39
25,750,12.8,4.3,22.67
25,750,6.8,1.7,19.21
25,750,10.2,2.6,13.85
25,750,13.6,3.4,17.09
25,750,7.3,1.2,13.22
25,750,10.9,1.8,10.23
25,750,14.6,2.4,11.56
25,750,4.0,2.0,33.09
25,750,6.0,3.0,32.98
25,750,8.0,4.0,33.04
25,750,4.5,1.5,25.91
25,750,6.8,2.3,24.32
25,750,9.0,3.0,24.96
25,750,4.8,1.2,20.75
25,750,7.2,1.8,17.96
25,750,9.6,2.4,19.16
25,750,5.1,0.9,12.46
25,750,7.7,1.3,12.24
25,750,10.3,1.7,12.11
25,750,2.0,1.0,37.12
25,750,3.0,1.5,38.37
25,750,4.0,2.0,39.06
25,750,2.3,0.8,27.21
25,750,3.4,1.1,27.08
25,750,4.5,1.5,26.2
25,750,2.4,0.6,22.45
25,750,3.6,0.9,19.71
25,750,4.8,1.2,20.83
25,750,2.6,0.4,12.42
25,750,3.9,0.6,11.74
25,750,5.1,0.9,9.68
25,700,5.7,2.8,33.42
25,700,8.5,4.3,34.38
25,700,11.3,5.7,35.86
25,700,6.4,2.1,25.42
25,700,9.6,3.2,23.49
25,700,12.8,4.3,21.52
25,700,6.8,1.7,19.48
25,700,10.2,2.6,13.15
25,700,13.6,3.4,16.59
25,700,7.3,1.2,11.23
25,700,10.9,1.8,8.97
25,700,14.6,2.4,8.91
25,700,4.0,2.0,32.53
25,700,6.0,3.0,32.38
25,700,8.0,4.0,32.43
25,700,4.5,1.5,23.4
25,700,6.8,2.3,21.26
25,700,9.0,3.0,22.04
25,700,4.8,1.2,14.8
25,700,7.2,1.8,11.55
25,700,9.6,2.4,12.52
25,700,5.1,0.9,7.68
25,700,7.7,1.3,6.26
25,700,10.3,1.7,6.09
25,700,2.0,1.0,16.11
25,700,3.0,1.5,15.28
25,700,4.0,2.0,15.0
25,700,2.3,0.8,10.53
25,700,3.4,1.1,10.25
25,700,4.5,1.5,8.68
25,700,2.4,0.6,9.54
25,700,3.6,0.9,8.07
25,700,4.8,1.2,7.14
25,700,2.6,0.4,6.52
25,700,3.9,0.6,5.07
25,700,5.1,0.9,5.6
25,900,5.7,2.8,33.75
25,900,8.5,4.3,34.33
25,900,11.3,5.7,35.77
25,900,6.4,2.1,23.39
25,900,9.6,3.2,23.44
25,900,12.8,4.3,26.19
25,900,6.8,1.7,19.25
25,900,10.2,2.6,18.72
25,900,13.6,3.4,19.16
25,900,7.3,1.2,12.92
25,900,10.9,1.8,12.21
25,900,14.6,2.4,13.28
25,900,4.0,2.0,35.12
25,900,6.0,3.0,36.6
25,900,8.0,4.0,36.19
25,900,4.5,1.5,26.06
25,900,6.8,2.3,25.07
25,900,9.0,3.0,25.65
25,900,4.8,1.2,19.14
25,900,7.2,1.8,18.81
25,900,9.6,2.4,17.72
25,900,5.1,0.9,12.41
25,900,7.7,1.3,11.01
25,900,10.3,1.7,12.48
25,900,2.0,1.0,39.66
25,900,3.0,1.5,41.62
25,900,4.0,2.0,41.2
25,900,2.3,0.8,28.49
25,900,3.4,1.1,28.41
25,900,4.5,1.5,29.06
25,900,2.4,0.6,22.14
25,900,3.6,0.9,21.34
25,900,4.8,1.2,21.76
25,900,2.6,0.4,15.89
25,900,3.9,0.6,15.14
25,900,5.1,0.9,13.94
25,850,5.7,2.8,33.2
25,850,8.5,4.3,34.27
25,850,11.3,5.7,33.26
25,850,6.4,2.1,22.23
25,850,9.6,3.2,22.3
25,850,12.8,4.3,24.5
25,850,6.8,1.7,16.53
25,850,10.2,2.6,18.11
25,850,13.6,3.4,18.11
25,850,7.3,1.2,13.7
25,850,10.9,1.8,14.13
25,850,14.6,2.4,12.29
25,850,4.0,2.0,34.46
25,850,6.0,3.0,35.69
25,850,8.0,4.0,37.49
25,850,4.5,1.5,24.88
25,850,6.8,2.3,25.12
25,850,9.0,3.0,26.06
25,850,4.8,1.2,19.16
25,850,7.2,1.8,18.93
25,850,9.6,2.4,17.02
25,850,5.1,0.9,13.1
25,850,7.7,1.3,10.79
25,850,10.3,1.7,10.69
25,850,2.0,1.0,37.67
25,850,3.0,1.5,38.12
25,850,4.0,2.0,38.08
25,850,2.3,0.8,26.56
25,850,3.4,1.1,25.68
25,850,4.5,1.5,27.13
25,850,2.4,0.6,19.92
25,850,3.6,0.9,21.14
25,850,4.8,1.2,23.5
25,850,2.6,0.4,12.31
25,850,3.9,0.6,16.26
25,850,5.1,0.9,20.34
25,800,5.7,2.8,30.72
25,800,8.5,4.3,31.57
25,800,11.3,5.7,33.6
25,800,6.4,2.1,21.98
25,800,9.6,3.2,21.51
25,800,12.8,4.3,25.03
25,800,6.8,1.7,16.79
25,800,10.2,2.6,17.56
25,800,13.6,3.4,21.16
25,800,7.3,1.2,12.22
25,800,10.9,1.8,16.39
25,800,14.6,2.4,21.58
25,800,4.0,2.0,32.53
25,800,6.0,3.0,32.52
25,800,8.0,4.0,36.68
25,800,4.5,1.5,23.08
25,800,6.8,2.3,27.51
25,800,9.0,3.0,31.53
25,800,4.8,1.2,19.0
25,800,7.2,1.8,24.48
25,800,9.6,2.4,24.87
25,800,5.1,0.9,17.05
25,800,7.7,1.3,18.88
25,800,10.3,1.7,17.9
25,800,2.0,1.0,39.71
25,800,3.0,1.5,43.5
25,800,4.0,2.0,35.96
25,800,2.3,0.8,31.51
25,800,3.4,1.1,31.62
25,800,4.5,1.5,26.66
25,800,2.4,0.6,24.49
25,800,3.6,0.9,24.88
25,800,4.8,1.2,21.22
25,800,2.6,0.4,18.09
25,800,3.9,0.6,16.71
25,800,5.1,0.9,14.96
25,775,5.7,2.8,34.18
25,775,8.5,4.3,35.95
25,775,11.3,5.7,35.85
25,775,6.4,2.1,25.12
25,775,9.6,3.2,25.57
25,775,12.8,4.3,26.36
25,775,6.8,1.7,20.97
25,775,10.2,2.6,19.1
25,775,13.6,3.4,23.44
25,775,7.3,1.2,18.2
25,775,10.9,1.8,17.77
25,775,14.6,2.4,19.3
25,775,4.0,2.0,34.46
25,775,6.0,3.0,35.37
25,775,8.0,4.0,36.04
25,775,4.5,1.5,26.24
25,775,6.8,2.3,27.08
25,775,9.0,3.0,28.38
25,775,4.8,1.2,22.69
25,775,7.2,1.8,23.18
25,775,9.6,2.4,24.21
25,775,5.1,0.9,17.19
25,775,7.7,1.3,17.29
25,775,10.3,1.7,15.58
25,775,2.0,1.0,39.71
25,775,3.0,1.5,35.14
25,775,4.0,2.0,28.42
25,775,2.3,0.8,29.85
25,775,3.4,1.1,25.0
25,775,4.5,1.5,20.1
25,775,2.4,0.6,24.54
25,775,3.6,0.9,18.29
25,775,4.8,1.2,16.12
25,775,2.6,0.4,17.75
25,775,3.9,0.6,12.58
25,775,5.1,0.9,10.22
25,750,5.7,2.8,34.84
25,750,8.5,4.3,35.7
25,750,11.3,5.7,36.21
25,750,6.4,2.1,27.28
25,750,9.6,3.2,28.04
25,750,12.8,4.3,28.29
25,750,6.8,1.7,24.08
25,750,10.2,2.6,19.67
25,750,13.6,3.4,19.03
25,750,7.3,1.2,18.06
25,750,10.9,1.8,14.83
25,750,14.6,2.4,10.58
25,750,4.0,2.0,37.23
25,750,6.0,3.0,35.69
25,750,8.0,4.0,32.38
25,750,4.5,1.5,27.34
25,750,6.8,2.3,22.61
25,750,9.0,3.0,18.08
25,750,4.8,1.2,20.68
25,750,7.2,1.8,17.0
25,750,9.6,2.4,13.38
25,750,5.1,0.9,15.7
25,750,7.7,1.3,10.33
25,750,10.3,1.7,8.33
25,750,2.0,1.0,23.2
25,750,3.0,1.5,18.84
25,750,4.0,2.0,14.5
25,750,2.3,0.8,18.32
25,750,3.4,1.1,11.89
25,750,4.5,1.5,9.24
25,750,2.4,0.6,14.75
25,750,3.6,0.9,11.93
25,750,4.8,1.2,7.88
25,750,2.6,0.4,12.34
25,750,3.9,0.6,6.55
25,750,5.1,0.9,6.64
25,700,5.7,2.8,22.74
25,700,8.5,4.3,20.43
25,700,11.3,5.7,16.97
25,700,6.4,2.1,11.65
25,700,9.6,3.2,7.85
25,700,12.8,4.3,6.12
25,700,6.8,1.7,7.35
25,700,10.2,2.6,6.83
25,700,13.6,3.4,5.17
25,700,7.3,1.2,4.75
25,700,10.9,1.8,4.39
25,700,14.6,2.4,2.95
25,700,4.0,2.0,8.86
25,700,6.0,3.0,7.41
25,700,8.0,4.0,4.75
25,700,4.5,1.5,6.92
25,700,6.8,2.3,3.72
25,700,9.0,3.0,2.67
25,700,4.8,1.2,5.82
25,700,7.2,1.8,3.76
25,700,9.6,2.4,3.15
25,700,5.1,0.9,4.42
25,700,7.7,1.3,1.77
25,700,10.3,1.7,2.29
25,700,2.0,1.0,4.72
25,700,3.0,1.5,4.79
25,700,4.0,2.0,2.38
25,700,2.3,0.8,3.37
25,700,3.4,1.1,3.1
25,700,4.5,1.5,2.01
25,700,2.4,0.6,3.38
25,700,3.6,0.9,3.33
25,700,4.8,1.2,2.6
25,700,2.6,0.4,2.19
25,700,3.9,0.6,1.41
25,700,5.1,0.9,2.44
25,900,5.7,2.8,33.32
25,900,8.5,4.3,31.51
25,900,11.3,5.7,34.86
25,900,6.4,2.1,20.94
25,900,9.6,3.2,22.29
25,900,12.8,4.3,23.16
25,900,6.8,1.7,14.96
25,900,10.2,2.6,16.16
25,900,13.6,3.4,18.44
