M1_atom_number,Temp,CH4_flow,O2_flow,CH4_conv
29,900,5.1,0.9,15.18
29,850,5.7,2.8,32.17
29,850,8.5,4.3,33.03
29,850,11.3,5.7,33.47
29,850,6.4,2.1,20.8
29,850,9.6,3.2,22.68
29,850,12.8,4.3,22.88
29,850,6.8,1.7,16.02
29,850,10.2,2.6,12.37
29,850,13.6,3.4,19.45
29,850,7.3,1.2,12.61
29,850,10.9,1.8,12.73
29,850,14.6,2.4,14.45
29,850,4.0,2.0,35.11
29,850,6.0,3.0,35.27
29,850,8.0,4.0,34.42
29,850,4.5,1.5,23.33
29,850,6.8,2.3,23.67
29,850,9.0,3.0,24.56
29,850,4.8,1.2,17.67
29,850,7.2,1.8,21.24
29,850,9.6,2.4,18.48
29,850,5.1,0.9,13.48
29,850,7.7,1.3,14.47
29,850,10.3,1.7,13.12
29,850,2.0,1.0,36.7
29,850,3.0,1.5,35.7
29,850,4.0,2.0,32.88
29,850,2.3,0.8,23.71
29,850,3.4,1.1,22.34
29,850,4.5,1.5,22.78
29,850,2.4,0.6,18.11
29,850,3.6,0.9,17.32
29,850,4.8,1.2,16.19
29,850,2.6,0.4,12.98
29,850,3.9,0.6,11.75
29,850,5.1,0.9,11.88
29,800,5.7,2.8,37.86
29,800,8.5,4.3,38.86
29,800,11.3,5.7,37.75
29,800,6.4,2.1,29.13
29,800,9.6,3.2,27.32
29,800,12.8,4.3,26.38
29,800,6.8,1.7,24.35
29,800,10.2,2.6,21.26
29,800,13.6,3.4,20.82
29,800,7.3,1.2,18.47
29,800,10.9,1.8,15.38
29,800,14.6,2.4,12.72
29,800,4.0,2.0,34.47
29,800,6.0,3.0,33.67
29,800,8.0,4.0,32.21
29,800,4.5,1.5,23.76
29,800,6.8,2.3,21.06
29,800,9.0,3.0,19.95
29,800,4.8,1.2,17.11
29,800,7.2,1.8,16.16
29,800,9.6,2.4,15.64
29,800,5.1,0.9,10.96
29,800,7.7,1.3,9.15
29,800,10.3,1.7,9.27
29,800,2.0,1.0,28.56
29,800,3.0,1.5,28.58
29,800,4.0,2.0,26.52
29,800,2.3,0.8,19.93
29,800,3.4,1.1,17.39
29,800,4.5,1.5,16.49
29,800,2.4,0.6,13.86
29,800,3.6,0.9,14.15
29,800,4.8,1.2,13.77
29,800,2.6,0.4,10.03
29,800,3.9,0.6,9.01
29,800,5.1,0.9,9.9
29,775,5.7,2.8,32.71
29,775,8.5,4.3,33.88
29,775,11.3,5.7,34.37
29,775,6.4,2.1,24.42
29,775,9.6,3.2,22.12
29,775,12.8,4.3,20.96
29,775,6.8,1.7,18.77
29,775,10.2,2.6,11.24
29,775,13.6,3.4,14.12
29,775,7.3,1.2,10.95
29,775,10.9,1.8,11.82
29,775,14.6,2.4,11.26
29,775,4.0,2.0,31.66
29,775,6.0,3.0,28.55
29,775,8.0,4.0,27.11
29,775,4.5,1.5,20.87
29,775,6.8,2.3,17.69
29,775,9.0,3.0,18.04
29,775,4.8,1.2,14.09
29,775,7.2,1.8,14.4
29,775,9.6,2.4,13.52
29,775,5.1,0.9,8.63
29,775,7.7,1.3,11.6
29,775,10.3,1.7,8.97
29,775,2.0,1.0,26.66
29,775,3.0,1.5,26.96
29,775,4.0,2.0,24.85
29,775,2.3,0.8,18.19
29,775,3.4,1.1,16.81
29,775,4.5,1.5,16.58
29,775,2.4,0.6,13.4
29,775,3.6,0.9,10.94
29,775,4.8,1.2,12.65
29,775,2.6,0.4,10.35
29,775,3.9,0.6,9.47
29,775,5.1,0.9,8.64
29,750,5.7,2.8,31.7
29,750,8.5,4.3,29.35
29,750,11.3,5.7,29.27
29,750,6.4,2.1,19.45
29,750,9.6,3.2,19.23
29,750,12.8,4.3,20.65
29,750,6.8,1.7,16.78
29,750,10.2,2.6,15.35
29,750,13.6,3.4,13.53
29,750,7.3,1.2,15.11
29,750,10.9,1.8,11.53
29,750,14.6,2.4,9.64
29,750,4.0,2.0,27.13
29,750,6.0,3.0,25.25
29,750,8.0,4.0,25.44
29,750,4.5,1.5,19.48
29,750,6.8,2.3,16.44
29,750,9.0,3.0,16.91
29,750,4.8,1.2,13.94
29,750,7.2,1.8,12.06
29,750,9.6,2.4,11.19
29,750,5.1,0.9,10.59
29,750,7.7,1.3,10.62
29,750,10.3,1.7,9.97
29,750,2.0,1.0,24.95
29,750,3.0,1.5,19.75
29,750,4.0,2.0,15.39
29,750,2.3,0.8,16.75
29,750,3.4,1.1,14.47
29,750,4.5,1.5,11.46
29,750,2.4,0.6,12.66
29,750,3.6,0.9,11.51
29,750,4.8,1.2,9.9
29,750,2.6,0.4,9.06
29,750,3.9,0.6,8.01
29,750,5.1,0.9,8.4
29,700,5.7,2.8,24.42
29,700,8.5,4.3,14.45
29,700,11.3,5.7,10.12
29,700,6.4,2.1,14.65
29,700,9.6,3.2,10.73
29,700,12.8,4.3,7.4
29,700,6.8,1.7,12.18
29,700,10.2,2.6,8.41
29,700,13.6,3.4,5.52
29,700,7.3,1.2,13.89
29,700,10.9,1.8,5.62
29,700,14.6,2.4,3.86
29,700,4.0,2.0,13.8
29,700,6.0,3.0,6.97
29,700,8.0,4.0,5.74
29,700,4.5,1.5,10.11
29,700,6.8,2.3,6.04
29,700,9.0,3.0,4.44
29,700,4.8,1.2,9.77
29,700,7.2,1.8,6.6
29,700,9.6,2.4,4.74
29,700,5.1,0.9,6.76
29,700,7.7,1.3,3.0
29,700,10.3,1.7,2.89
29,700,2.0,1.0,6.33
29,700,3.0,1.5,5.09
29,700,4.0,2.0,4.22
29,700,2.3,0.8,6.29
29,700,3.4,1.1,5.65
29,700,4.5,1.5,4.22
29,700,2.4,0.6,8.2
29,700,3.6,0.9,5.63
29,700,4.8,1.2,2.83
29,700,2.6,0.4,5.07
29,700,3.9,0.6,2.6
29,700,5.1,0.9,1.63
30,900,5.7,2.8,29.8
30,900,8.5,4.3,32.55
30,900,11.3,5.7,34.58
30,900,6.4,2.1,20.57
30,900,9.6,3.2,16.29
30,900,12.8,4.3,17.98
30,900,6.8,1.7,14.66
30,900,10.2,2.6,16.2
30,900,13.6,3.4,16.01
30,900,7.3,1.2,16.79
30,900,10.9,1.8,9.35
30,900,14.6,2.4,10.53
30,900,4.0,2.0,33.5
30,900,6.0,3.0,35.05
30,900,8.0,4.0,35.05
30,900,4.5,1.5,24.18
30,900,6.8,2.3,24.83
30,900,9.0,3.0,25.25
30,900,4.8,1.2,16.92
30,900,7.2,1.8,17.55
30,900,9.6,2.4,17.83
30,900,5.1,0.9,9.63
30,900,7.7,1.3,11.16
30,900,10.3,1.7,11.2
30,900,2.0,1.0,39.09
30,900,3.0,1.5,39.38
30,900,4.0,2.0,37.08
30,900,2.3,0.8,26.91
30,900,3.4,1.1,24.31
30,900,4.5,1.5,24.35
30,900,2.4,0.6,18.04
30,900,3.6,0.9,18.45
30,900,4.8,1.2,19.15
30,900,2.6,0.4,13.98
30,900,3.9,0.6,13.5
30,900,5.1,0.9,14.54
30,850,5.7,2.8,31.11
30,850,8.5,4.3,32.62
30,850,11.3,5.7,33.45
30,850,6.4,2.1,20.16
30,850,9.6,3.2,22.13
30,850,12.8,4.3,23.38
30,850,6.8,1.7,14.84
30,850,10.2,2.6,16.95
30,850,13.6,3.4,18.06
30,850,7.3,1.2,11.48
30,850,10.9,1.8,8.73
30,850,14.6,2.4,12.69
30,850,4.0,2.0,35.22
30,850,6.0,3.0,34.07
30,850,8.0,4.0,35.65
30,850,4.5,1.5,24.95
30,850,6.8,2.3,23.76
30,850,9.0,3.0,24.34
30,850,4.8,1.2,16.52
30,850,7.2,1.8,18.39
30,850,9.6,2.4,19.51
30,850,5.1,0.9,10.75
30,850,7.7,1.3,10.19
30,850,10.3,1.7,14.04
30,850,2.0,1.0,34.06
30,850,3.0,1.5,37.65
30,850,4.0,2.0,38.38
30,850,2.3,0.8,23.89
30,850,3.4,1.1,26.22
30,850,4.5,1.5,28.75
30,850,2.4,0.6,20.69
30,850,3.6,0.9,21.92
30,850,4.8,1.2,21.75
30,850,2.6,0.4,14.76
30,850,3.9,0.6,15.91
30,850,5.1,0.9,15.88
30,800,5.7,2.8,37.94
30,800,8.5,4.3,35.08
30,800,11.3,5.7,37.54
30,800,6.4,2.1,29.07
30,800,9.6,3.2,28.68
30,800,12.8,4.3,29.49
30,800,6.8,1.7,21.88
30,800,10.2,2.6,24.54
30,800,13.6,3.4,22.64
30,800,7.3,1.2,16.41
30,800,10.9,1.8,12.05
30,800,14.6,2.4,12.12
30,800,4.0,2.0,34.21
30,800,6.0,3.0,34.21
30,800,8.0,4.0,35.18
30,800,4.5,1.5,25.72
30,800,6.8,2.3,26.96
30,800,9.0,3.0,23.35
30,800,4.8,1.2,20.82
30,800,7.2,1.8,18.91
30,800,9.6,2.4,19.18
30,800,5.1,0.9,14.82
30,800,7.7,1.3,14.4
30,800,10.3,1.7,11.65
30,800,2.0,1.0,37.13
30,800,3.0,1.5,32.95
30,800,4.0,2.0,23.31
30,800,2.3,0.8,27.06
30,800,3.4,1.1,22.59
30,800,4.5,1.5,16.82
30,800,2.4,0.6,22.1
30,800,3.6,0.9,18.08
30,800,4.8,1.2,14.84
30,800,2.6,0.4,15.26
30,800,3.9,0.6,11.67
30,800,5.1,0.9,12.57
30,775,5.7,2.8,33.02
30,775,8.5,4.3,33.26
30,775,11.3,5.7,33.0
30,775,6.4,2.1,23.53
30,775,9.6,3.2,25.29
30,775,12.8,4.3,21.76
30,775,6.8,1.7,21.51
30,775,10.2,2.6,17.96
30,775,13.6,3.4,14.75
30,775,7.3,1.2,13.58
30,775,10.9,1.8,9.81
30,775,14.6,2.4,7.83
30,775,4.0,2.0,34.58
30,775,6.0,3.0,31.82
30,775,8.0,4.0,26.21
30,775,4.5,1.5,26.26
30,775,6.8,2.3,20.31
30,775,9.0,3.0,15.04
30,775,4.8,1.2,18.71
30,775,7.2,1.8,13.02
30,775,9.6,2.4,10.88
30,775,5.1,0.9,10.83
30,775,7.7,1.3,7.41
30,775,10.3,1.7,8.57
30,775,2.0,1.0,27.03
30,775,3.0,1.5,19.89
30,775,4.0,2.0,11.96
30,775,2.3,0.8,19.69
30,775,3.4,1.1,12.34
30,775,4.5,1.5,10.08
30,775,2.4,0.6,15.64
30,775,3.6,0.9,10.14
30,775,4.8,1.2,9.03
30,775,2.6,0.4,10.33
30,775,3.9,0.6,8.63
30,775,5.1,0.9,4.13
30,750,5.7,2.8,33.67
30,750,8.5,4.3,32.65
30,750,11.3,5.7,29.55
30,750,6.4,2.1,25.75
30,750,9.6,3.2,17.1
30,750,12.8,4.3,11.03
30,750,6.8,1.7,16.7
30,750,10.2,2.6,9.01
30,750,13.6,3.4,9.81
30,750,7.3,1.2,10.19
30,750,10.9,1.8,6.97
30,750,14.6,2.4,4.62
30,750,4.0,2.0,28.81
30,750,6.0,3.0,23.28
30,750,8.0,4.0,12.19
30,750,4.5,1.5,18.46
30,750,6.8,2.3,10.58
30,750,9.0,3.0,6.72
30,750,4.8,1.2,11.25
30,750,7.2,1.8,7.53
30,750,9.6,2.4,4.65
30,750,5.1,0.9,8.35
30,750,7.7,1.3,7.04
30,750,10.3,1.7,5.68
30,750,2.0,1.0,15.21
30,750,3.0,1.5,9.72
30,750,4.0,2.0,7.3
30,750,2.3,0.8,11.75
30,750,3.4,1.1,7.1
30,750,4.5,1.5,6.5
30,750,2.4,0.6,9.51
30,750,3.6,0.9,6.42
30,750,4.8,1.2,4.91
30,750,2.6,0.4,4.86
30,750,3.9,0.6,5.62
30,750,5.1,0.9,5.12
30,700,5.7,2.8,19.45
30,700,8.5,4.3,9.94
30,700,11.3,5.7,6.9
30,700,6.4,2.1,10.85
30,700,9.6,3.2,4.35
30,700,12.8,4.3,3.75
30,700,6.8,1.7,4.48
30,700,10.2,2.6,3.3
30,700,13.6,3.4,2.9
30,700,7.3,1.2,3.19
30,700,10.9,1.8,2.3
30,700,14.6,2.4,1.91
30,700,4.0,2.0,7.45
30,700,6.0,3.0,4.22
30,700,8.0,4.0,2.31
30,700,4.5,1.5,3.82
30,700,6.8,2.3,2.13
30,700,9.0,3.0,1.79
30,700,4.8,1.2,2.59
30,700,7.2,1.8,1.72
30,700,9.6,2.4,1.93
30,700,5.1,0.9,1.9
30,700,7.7,1.3,2.11
30,700,10.3,1.7,1.43
30,700,2.0,1.0,3.89
30,700,3.0,1.5,5.53
30,700,4.0,2.0,2.92
30,700,2.3,0.8,4.4
30,700,3.4,1.1,3.19
30,700,4.5,1.5,4.16
30,700,2.4,0.6,2.84
30,700,3.6,0.9,1.54
30,700,4.8,1.2,3.38
30,700,2.6,0.4,2.76
30,700,3.9,0.6,2.83
30,700,5.1,0.9,2.38
39,900,5.7,2.8,27.82
39,900,8.5,4.3,30.93
39,900,11.3,5.7,30.38
39,900,6.4,2.1,18.12
39,900,9.6,3.2,20.39
39,900,12.8,4.3,19.78
39,900,6.8,1.7,12.77
39,900,10.2,2.6,16.87
39,900,13.6,3.4,12.73
39,900,7.3,1.2,11.44
39,900,10.9,1.8,8.79
39,900,14.6,2.4,11.1
39,900,4.0,2.0,31.03
39,900,6.0,3.0,32.33
39,900,8.0,4.0,31.93
39,900,4.5,1.5,19.37
39,900,6.8,2.3,19.8
39,900,9.0,3.0,20.48
39,900,4.8,1.2,14.87
39,900,7.2,1.8,15.54
39,900,9.6,2.4,17.05
39,900,5.1,0.9,10.02
39,900,7.7,1.3,9.21
39,900,10.3,1.7,9.96
39,900,2.0,1.0,33.38
39,900,3.0,1.5,33.27
39,900,4.0,2.0,31.21
39,900,2.3,0.8,21.07
39,900,3.4,1.1,21.47
39,900,4.5,1.5,21.16
39,900,2.4,0.6,15.6
39,900,3.6,0.9,16.21
39,900,4.8,1.2,17.94
39,900,2.6,0.4,12.02
39,900,3.9,0.6,11.34
39,900,5.1,0.9,13.63
39,850,5.7,2.8,27.96
39,850,8.5,4.3,30.23
39,850,11.3,5.7,31.53
39,850,6.4,2.1,18.64
39,850,9.6,3.2,19.62
39,850,12.8,4.3,20.18
39,850,6.8,1.7,13.89
39,850,10.2,2.6,15.25
39,850,13.6,3.4,16.09
39,850,7.3,1.2,9.23
39,850,10.9,1.8,9.36
39,850,14.6,2.4,10.24
39,850,4.0,2.0,32.1
39,850,6.0,3.0,31.64
39,850,8.0,4.0,30.69
39,850,4.5,1.5,21.37
39,850,6.8,2.3,20.82
39,850,9.0,3.0,21.33
39,850,4.8,1.2,15.45
39,850,7.2,1.8,15.7
39,850,9.6,2.4,15.01
39,850,5.1,0.9,8.72
39,850,7.7,1.3,9.87
39,850,10.3,1.7,13.79
39,850,2.0,1.0,30.25
39,850,3.0,1.5,34.3
39,850,4.0,2.0,37.81
39,850,2.3,0.8,20.38
39,850,3.4,1.1,25.2
39,850,4.5,1.5,26.52
39,850,2.4,0.6,15.64
39,850,3.6,0.9,24.24
39,850,4.8,1.2,20.49
39,850,2.6,0.4,13.91
39,850,3.9,0.6,17.86
39,850,5.1,0.9,16.15
39,800,5.7,2.8,35.2
39,800,8.5,4.3,35.36
39,800,11.3,5.7,32.93
39,800,6.4,2.1,26.18
39,800,9.6,3.2,23.19
39,800,12.8,4.3,22.28
39,800,6.8,1.7,19.4
39,800,10.2,2.6,20.6
39,800,13.6,3.4,21.5
39,800,7.3,1.2,13.98
39,800,10.9,1.8,16.02
39,800,14.6,2.4,12.85
39,800,4.0,2.0,30.27
39,800,6.0,3.0,30.42
39,800,8.0,4.0,32.69
39,800,4.5,1.5,21.68
39,800,6.8,2.3,25.79
39,800,9.0,3.0,21.34
39,800,4.8,1.2,16.67
39,800,7.2,1.8,18.18
39,800,9.6,2.4,15.43
39,800,5.1,0.9,14.71
39,800,7.7,1.3,10.97
39,800,10.3,1.7,8.51
39,800,2.0,1.0,34.38
39,800,3.0,1.5,26.5
39,800,4.0,2.0,20.59
39,800,2.3,0.8,21.81
39,800,3.4,1.1,15.68
39,800,4.5,1.5,12.15
39,800,2.4,0.6,18.92
39,800,3.6,0.9,12.52
39,800,4.8,1.2,10.25
39,800,2.6,0.4,13.83
39,800,3.9,0.6,10.33
39,800,5.1,0.9,7.57
39,775,5.7,2.8,30.1
39,775,8.5,4.3,32.83
39,775,11.3,5.7,31.93
39,775,6.4,2.1,22.08
39,775,9.6,3.2,22.94
39,775,12.8,4.3,19.29
39,775,6.8,1.7,17.0
39,775,10.2,2.6,16.83
39,775,13.6,3.4,10.99
39,775,7.3,1.2,14.16
39,775,10.9,1.8,10.37
39,775,14.6,2.4,7.82
39,775,4.0,2.0,30.2
39,775,6.0,3.0,30.04
39,775,8.0,4.0,23.03
39,775,4.5,1.5,24.52
39,775,6.8,2.3,15.7
39,775,9.0,3.0,11.12
39,775,4.8,1.2,18.78
39,775,7.2,1.8,10.03
39,775,9.6,2.4,7.81
39,775,5.1,0.9,11.35
39,775,7.7,1.3,7.92
39,775,10.3,1.7,4.75
39,775,2.0,1.0,22.09
39,775,3.0,1.5,15.47
39,775,4.0,2.0,9.72
39,775,2.3,0.8,13.63
39,775,3.4,1.1,9.82
39,775,4.5,1.5,7.19
39,775,2.4,0.6,10.97
39,775,3.6,0.9,6.52
39,775,4.8,1.2,5.63
39,775,2.6,0.4,7.28
39,775,3.9,0.6,5.35
39,775,5.1,0.9,3.34
39,750,5.7,2.8,28.66
39,750,8.5,4.3,29.5
39,750,11.3,5.7,24.34
39,750,6.4,2.1,23.2
39,750,9.6,3.2,15.84
39,750,12.8,4.3,11.61
39,750,6.8,1.7,16.18
39,750,10.2,2.6,11.97
39,750,13.6,3.4,6.65
39,750,7.3,1.2,13.93
39,750,10.9,1.8,6.16
39,750,14.6,2.4,3.62
39,750,4.0,2.0,27.84
39,750,6.0,3.0,16.54
39,750,8.0,4.0,10.96
39,750,4.5,1.5,16.5
39,750,6.8,2.3,12.63
39,750,9.0,3.0,6.2
39,750,4.8,1.2,11.11
39,750,7.2,1.8,4.82
39,750,9.6,2.4,3.72
39,750,5.1,0.9,5.72
39,750,7.7,1.3,3.57
39,750,10.3,1.7,3.72
39,750,2.0,1.0,12.07
39,750,3.0,1.5,8.47
39,750,4.0,2.0,3.78
39,750,2.3,0.8,7.08
39,750,3.4,1.1,7.06
39,750,4.5,1.5,6.63
39,750,2.4,0.6,5.88
39,750,3.6,0.9,4.15
39,750,4.8,1.2,3.16
39,750,2.6,0.4,4.2
39,750,3.9,0.6,3.03
39,750,5.1,0.9,3.46
39,700,5.7,2.8,19.97
39,700,8.5,4.3,9.38
39,700,11.3,5.7,6.72
39,700,6.4,2.1,7.95
39,700,9.6,3.2,5.12
39,700,12.8,4.3,2.76
39,700,6.8,1.7,5.45
39,700,10.2,2.6,3.05
39,700,13.6,3.4,1.96
39,700,7.3,1.2,7.8
39,700,10.9,1.8,1.41
39,700,14.6,2.4,0.64
39,700,4.0,2.0,7.56
39,700,6.0,3.0,3.09
39,700,8.0,4.0,2.4
39,700,4.5,1.5,4.35
39,700,6.8,2.3,2.68
39,700,9.0,3.0,1.47
39,700,4.8,1.2,3.47
39,700,7.2,1.8,1.68
39,700,9.6,2.4,1.52
39,700,5.1,0.9,1.61
39,700,7.7,1.3,0.97
39,700,10.3,1.7,0.89
39,700,2.0,1.0,3.84
39,700,3.0,1.5,2.93
39,700,4.0,2.0,2.82
39,700,2.3,0.8,3.11
39,700,3.4,1.1,2.81
39,700,4.5,1.5,1.97
39,700,2.4,0.6,3.36
39,700,3.6,0.9,1.47
39,700,4.8,1.2,3.38
39,700,2.6,0.4,1.7
39,700,3.9,0.6,2.06
39,700,5.1,0.9,1.29
40,900,5.7,2.8,29.98
40,900,8.5,4.3,33.36
40,900,11.3,5.7,34.12
40,900,6.4,2.1,20.41
40,900,9.6,3.2,20.55
40,900,12.8,4.3,22.01
40,900,6.8,1.7,13.29
40,900,10.2,2.6,11.74
40,900,13.6,3.4,12.37
40,900,7.3,1.2,9.89
40,900,10.9,1.8,17.61
40,900,14.6,2.4,11.28
40,900,4.0,2.0,34.19
40,900,6.0,3.0,35.62
40,900,8.0,4.0,36.85
40,900,4.5,1.5,24.18
40,900,6.8,2.3,24.36
40,900,9.0,3.0,25.36
40,900,4.8,1.2,17.36
40,900,7.2,1.8,18.89
40,900,9.6,2.4,18.55
40,900,5.1,0.9,12.21
40,900,7.7,1.3,11.88
40,900,10.3,1.7,13.1
40,900,2.0,1.0,40.0
40,900,3.0,1.5,41.53
40,900,4.0,2.0,39.83
40,900,2.3,0.8,28.29
40,900,3.4,1.1,27.71
40,900,4.5,1.5,25.66
40,900,2.4,0.6,21.08
40,900,3.6,0.9,18.58
40,900,4.8,1.2,20.06
40,900,2.6,0.4,13.37
40,900,3.9,0.6,12.82
40,900,5.1,0.9,13.82
40,850,5.7,2.8,31.68
40,850,8.5,4.3,34.19
40,850,11.3,5.7,34.02
40,850,6.4,2.1,22.94
40,850,9.6,3.2,20.98
40,850,12.8,4.3,22.51
40,850,6.8,1.7,17.46
40,850,10.2,2.6,16.73
40,850,13.6,3.4,18.91
40,850,7.3,1.2,12.0
40,850,10.9,1.8,11.82
40,850,14.6,2.4,11.36
40,850,4.0,2.0,34.82
40,850,6.0,3.0,36.24
40,850,8.0,4.0,34.6
40,850,4.5,1.5,25.09
40,850,6.8,2.3,22.7
40,850,9.0,3.0,26.89
40,850,4.8,1.2,18.94
40,850,7.2,1.8,18.73
40,850,9.6,2.4,17.56
40,850,5.1,0.9,10.91
40,850,7.7,1.3,10.64
40,850,10.3,1.7,13.21
40,850,2.0,1.0,36.24
40,850,3.0,1.5,35.29
40,850,4.0,2.0,36.35
40,850,2.3,0.8,21.56
40,850,3.4,1.1,24.82
40,850,4.5,1.5,26.89
40,850,2.4,0.6,17.65
40,850,3.6,0.9,20.6
40,850,4.8,1.2,21.6
40,850,2.6,0.4,13.6
40,850,3.9,0.6,15.09
40,850,5.1,0.9,15.56
40,800,5.7,2.8,38.29
40,800,8.5,4.3,38.36
40,800,11.3,5.7,36.39
40,800,6.4,2.1,27.51
40,800,9.6,3.2,23.51
40,800,12.8,4.3,24.21
40,800,6.8,1.7,22.97
40,800,10.2,2.6,22.58
40,800,13.6,3.4,24.98
40,800,7.3,1.2,15.53
40,800,10.9,1.8,19.31
40,800,14.6,2.4,16.12
40,800,4.0,2.0,33.8
40,800,6.0,3.0,32.21
40,800,8.0,4.0,34.95
40,800,4.5,1.5,24.0
40,800,6.8,2.3,27.56
40,800,9.0,3.0,26.97
40,800,4.8,1.2,19.25
40,800,7.2,1.8,21.69
40,800,9.6,2.4,21.45
40,800,5.1,0.9,13.98
40,800,7.7,1.3,14.55
40,800,10.3,1.7,13.4
40,800,2.0,1.0,37.17
40,800,3.0,1.5,35.79
40,800,4.0,2.0,30.57
40,800,2.3,0.8,26.87
40,800,3.4,1.1,23.0
40,800,4.5,1.5,20.41
40,800,2.4,0.6,22.35
40,800,3.6,0.9,19.52
40,800,4.8,1.2,16.6
40,800,2.6,0.4,15.97
40,800,3.9,0.6,13.01
40,800,5.1,0.9,13.66
40,775,5.7,2.8,32.7
40,775,8.5,4.3,33.45
40,775,11.3,5.7,33.48
40,775,6.4,2.1,22.99
40,775,9.6,3.2,24.01
40,775,12.8,4.3,24.35
40,775,6.8,1.7,20.44
40,775,10.2,2.6,20.82
40,775,13.6,3.4,19.86
40,775,7.3,1.2,16.34
40,775,10.9,1.8,13.78
40,775,14.6,2.4,12.78
40,775,4.0,2.0,31.58
40,775,6.0,3.0,34.35
40,775,8.0,4.0,30.2
40,775,4.5,1.5,26.1
40,775,6.8,2.3,23.53
40,775,9.0,3.0,21.19
40,775,4.8,1.2,20.9
40,775,7.2,1.8,16.45
40,775,9.6,2.4,14.15
40,775,5.1,0.9,13.55
40,775,7.7,1.3,12.31
40,775,10.3,1.7,8.54
40,775,2.0,1.0,31.03
40,775,3.0,1.5,23.94
40,775,4.0,2.0,18.19
40,775,2.3,0.8,23.35
40,775,3.4,1.1,17.49
40,775,4.5,1.5,11.94
40,775,2.4,0.6,18.01
40,775,3.6,0.9,12.28
40,775,4.8,1.2,8.75
40,775,2.6,0.4,12.21
40,775,3.9,0.6,9.4
40,775,5.1,0.9,7.46
40,750,5.7,2.8,32.05
40,750,8.5,4.3,32.21
40,750,11.3,5.7,29.62
40,750,6.4,2.1,26.71
40,750,9.6,3.2,22.96
40,750,12.8,4.3,19.11
40,750,6.8,1.7,21.36
40,750,10.2,2.6,15.58
40,750,13.6,3.4,12.59
40,750,7.3,1.2,13.21
40,750,10.9,1.8,8.23
40,750,14.6,2.4,7.92
40,750,4.0,2.0,33.13
40,750,6.0,3.0,25.69
40,750,8.0,4.0,19.57
40,750,4.5,1.5,21.16
40,750,6.8,2.3,18.17
40,750,9.0,3.0,13.24
40,750,4.8,1.2,16.35
40,750,7.2,1.8,10.94
40,750,9.6,2.4,8.09
40,750,5.1,0.9,10.03
40,750,7.7,1.3,5.75
40,750,10.3,1.7,6.22
40,750,2.0,1.0,20.68
40,750,3.0,1.5,15.48
40,750,4.0,2.0,11.03
40,750,2.3,0.8,14.47
40,750,3.4,1.1,7.32
40,750,4.5,1.5,5.47
40,750,2.4,0.6,12.01
40,750,3.6,0.9,7.85
40,750,4.8,1.2,4.7
40,750,2.6,0.4,8.16
40,750,3.9,0.6,5.27
40,750,5.1,0.9,5.1
40,700,5.7,2.8,26.72
40,700,8.5,4.3,15.61
40,700,11.3,5.7,10.14
40,700,6.4,2.1,13.14
40,700,9.6,3.2,7.13
40,700,12.8,4.3,5.48
40,700,6.8,1.7,9.87
40,700,10.2,2.6,5.06
40,700,13.6,3.4,3.11
40,700,7.3,1.2,12.62
40,700,10.9,1.8,3.9
40,700,14.6,2.4,1.6
40,700,4.0,2.0,13.45
40,700,6.0,3.0,6.72
40,700,8.0,4.0,5.09
40,700,4.5,1.5,7.94
40,700,6.8,2.3,5.93
40,700,9.0,3.0,3.13
40,700,4.8,1.2,6.48
40,700,7.2,1.8,2.06
40,700,9.6,2.4,1.54
40,700,5.1,0.9,3.73
40,700,7.7,1.3,1.31
40,700,10.3,1.7,1.23
40,700,2.0,1.0,5.97
40,700,3.0,1.5,5.06
40,700,4.0,2.0,3.23
40,700,2.3,0.8,4.04
40,700,3.4,1.1,3.23
40,700,4.5,1.5,3.78
40,700,2.4,0.6,5.69
40,700,3.6,0.9,4.1
40,700,4.8,1.2,2.91
40,700,2.6,0.4,4.32
40,700,3.9,0.6,1.51
40,700,5.1,0.9,2.49
42,900,5.7,2.8,31.01
42,900,8.5,4.3,28.99
42,900,11.3,5.7,32.38
42,900,6.4,2.1,20.93
42,900,9.6,3.2,21.49
42,900,12.8,4.3,21.18
42,900,6.8,1.7,12.47
42,900,10.2,2.6,14.0
42,900,13.6,3.4,14.14
42,900,7.3,1.2,17.5
42,900,10.9,1.8,17.77
42,900,14.6,2.4,17.02
42,900,4.0,2.0,35.46
42,900,6.0,3.0,35.79
42,900,8.0,4.0,35.75
42,900,4.5,1.5,24.37
42,900,6.8,2.3,24.65
42,900,9.0,3.0,24.89
42,900,4.8,1.2,17.62
42,900,7.2,1.8,17.18
42,900,9.6,2.4,17.87
42,900,5.1,0.9,10.68
42,900,7.7,1.3,11.16
42,900,10.3,1.7,13.23
42,900,2.0,1.0,40.65
42,900,3.0,1.5,42.38
42,900,4.0,2.0,41.41
42,900,2.3,0.8,29.99
42,900,3.4,1.1,27.85
42,900,4.5,1.5,28.3
42,900,2.4,0.6,22.88
42,900,3.6,0.9,22.34
42,900,4.8,1.2,23.58
42,900,2.6,0.4,15.7
42,900,3.9,0.6,15.31
42,900,5.1,0.9,13.69
42,850,5.7,2.8,32.87
42,850,8.5,4.3,32.81
42,850,11.3,5.7,34.05
42,850,6.4,2.1,21.9
42,850,9.6,3.2,22.86
42,850,12.8,4.3,22.63
42,850,6.8,1.7,15.62
42,850,10.2,2.6,15.74
